LeftBreakPoint	RightBreakPoint	FusionName	Breakpoint	BreakpointLexSort	FusionLexSort	num_LR	sim_data_name
chr15:40740133	chr12:52822379	RMDN3--KRT79	chr15:40740133--chr12:52822379	chr12:52822379--chr15:40740133	KRT79--RMDN3	5	cov5_pass5
chr1:182576256	chr11:57378812	RNASEL--PRG3	chr1:182576256--chr11:57378812	chr11:57378812--chr1:182576256	PRG3--RNASEL	5	cov5_pass5
chr2:86620330	chr12:96912723	RNF103--NEDD1	chr2:86620330--chr12:96912723	chr12:96912723--chr2:86620330	NEDD1--RNF103	5	cov5_pass5
chr11:71990717	chr1:13610387	RNF121--PDPN	chr11:71990717--chr1:13610387	chr11:71990717--chr1:13610387	PDPN--RNF121	5	cov5_pass5
chr18:32045732	chr20:25072643	RNF125--VSX1	chr18:32045732--chr20:25072643	chr18:32045732--chr20:25072643	RNF125--VSX1	5	cov5_pass5
chr1:112703644	chr18:33958418	RHOC--NOL4	chr1:112703644--chr18:33958418	chr18:33958418--chr1:112703644	NOL4--RHOC	5	cov5_pass5
chr12:2885534	chr11:47590815	RHNO1--C1QTNF4	chr12:2885534--chr11:47590815	chr11:47590815--chr12:2885534	C1QTNF4--RHNO1	5	cov5_pass5
chr17:76478806	chr10:88768792	RHBDF2--LIPN	chr17:76478806--chr10:88768792	chr10:88768792--chr17:76478806	LIPN--RHBDF2	5	cov5_pass5
chr6:49606848	chr17:6612148	RHAG--KIAA0753	chr6:49606848--chr17:6612148	chr17:6612148--chr6:49606848	KIAA0753--RHAG	5	cov5_pass5
chr4:75508820	chr15:82780267	RCHY1--FSD2	chr4:75508820--chr15:82780267	chr15:82780267--chr4:75508820	FSD2--RCHY1	5	cov5_pass5
chr8:22140625	chr10:122835097	REEP4--CUZD1	chr8:22140625--chr10:122835097	chr10:122835097--chr8:22140625	CUZD1--REEP4	5	cov5_pass5
chr4:37638447	chr2:159976225	RELL1--PLA2R1	chr4:37638447--chr2:159976225	chr2:159976225--chr4:37638447	PLA2R1--RELL1	5	cov5_pass5
chr7:150369868	chr19:2873496	REPIN1--ZNF556	chr7:150369868--chr19:2873496	chr19:2873496--chr7:150369868	REPIN1--ZNF556	5	cov5_pass5
chr6:138944498	chrX:137568902	REPS1--ZIC3	chr6:138944498--chrX:137568902	chr6:138944498--chrX:137568902	REPS1--ZIC3	5	cov5_pass5
chr22:29439164	chr17:57839935	RFPL1--MRPS23	chr22:29439164--chr17:57839935	chr17:57839935--chr22:29439164	MRPS23--RFPL1	5	cov5_pass5
chr9:3346667	chr21:44809118	RFX3--SUMO3	chr9:3346667--chr21:44809118	chr21:44809118--chr9:3346667	RFX3--SUMO3	5	cov5_pass5
chr12:106720054	chr17:78700443	RFX4--CYTH1	chr12:106720054--chr17:78700443	chr12:106720054--chr17:78700443	CYTH1--RFX4	5	cov5_pass5
chr12:106684908	chr19:8399863	RFX4--RAB11B	chr12:106684908--chr19:8399863	chr12:106684908--chr19:8399863	RAB11B--RFX4	5	cov5_pass5
chr1:151344417	chr15:22616036	RFX5--GOLGA8I	chr1:151344417--chr15:22616036	chr15:22616036--chr1:151344417	GOLGA8I--RFX5	5	cov5_pass5
chr1:183880800	chr16:72090786	RGL1--TXNL4B	chr1:183880800--chr16:72090786	chr16:72090786--chr1:183880800	RGL1--TXNL4B	5	cov5_pass5
chr4:3343053	chr9:2191266	RGS12--SMARCA2	chr4:3343053--chr9:2191266	chr4:3343053--chr9:2191266	RGS12--SMARCA2	5	cov5_pass5
chr1:182602420	chr22:41216139	RGS16--L3MBTL2	chr1:182602420--chr22:41216139	chr1:182602420--chr22:41216139	L3MBTL2--RGS16	5	cov5_pass5
chr1:192347389	chr1:158182032	RGS21--CD1D	chr1:192347389--chr1:158182032	chr1:158182032--chr1:192347389	CD1D--RGS21	5	cov5_pass5
chr14:72470083	chr19:50724410	RGS6--CLEC11A	chr14:72470083--chr19:50724410	chr14:72470083--chr19:50724410	CLEC11A--RGS6	5	cov5_pass5
chr13:24844802	chr3:149330419	RNF17--TM4SF18	chr13:24844802--chr3:149330419	chr13:24844802--chr3:149330419	RNF17--TM4SF18	5	cov5_pass5
chr13:78644862	chr9:112645650	RNF219--KIAA1958	chr13:78644862--chr9:112645650	chr13:78644862--chr9:112645650	KIAA1958--RNF219	5	cov5_pass5
chr14:23027745	chr12:6730402	PSMB5--COPS7A	chr14:23027745--chr12:6730402	chr12:6730402--chr14:23027745	COPS7A--PSMB5	5	cov5_pass5
chr3:187197787	chr9:131085524	RTP1--LAMC3	chr3:187197787--chr9:131085524	chr3:187197787--chr9:131085524	LAMC3--RTP1	5	cov5_pass5
chr21:43691502	chr4:152771542	RRP1B--TIGD4	chr21:43691502--chr4:152771542	chr21:43691502--chr4:152771542	RRP1B--TIGD4	5	cov5_pass5
chr11:6603404	chr11:10305949	RRP8--ADM	chr11:6603404--chr11:10305949	chr11:10305949--chr11:6603404	ADM--RRP8	5	cov5_pass5
chr7:6780888	chr15:75011792	RSPH10B2--SCAMP5	chr7:6780888--chr15:75011792	chr15:75011792--chr7:6780888	RSPH10B2--SCAMP5	5	cov5_pass5
chr6:158978260	chrX:102365331	RSPH3--NXF2B	chr6:158978260--chrX:102365331	chr6:158978260--chrX:102365331	NXF2B--RSPH3	5	cov5_pass5
chr19:45802120	chr6:149771162	RSPH6A--PCMT1	chr19:45802120--chr6:149771162	chr19:45802120--chr6:149771162	PCMT1--RSPH6A	5	cov5_pass5
chr6:127150572	chr2:167868811	RSPO3--B3GALT1	chr6:127150572--chr2:167868811	chr2:167868811--chr6:127150572	B3GALT1--RSPO3	5	cov5_pass5
chr3:187197787	chr3:122461318	RTP1--KPNA1	chr3:187197787--chr3:122461318	chr3:122461318--chr3:187197787	KPNA1--RTP1	5	cov5_pass5
chr6:45422957	chr16:4787667	RUNX2--SEPT12	chr6:45422957--chr16:4787667	chr16:4787667--chr6:45422957	RUNX2--SEPT12	5	cov5_pass5
chr12:56210297	chr6:8097467	RNF41--EEF1E1	chr12:56210297--chr6:8097467	chr12:56210297--chr6:8097467	EEF1E1--RNF41	5	cov5_pass5
chr1:153535202	chr1:231265293	S100A6--GNPAT	chr1:153535202--chr1:231265293	chr1:153535202--chr1:231265293	GNPAT--S100A6	5	cov5_pass5
chr1:153438189	chr4:152910064	S100A7L2--ARFIP1	chr1:153438189--chr4:152910064	chr1:153438189--chr4:152910064	ARFIP1--S100A7L2	5	cov5_pass5
chr19:10517041	chr4:153781755	S1PR5--SFRP2	chr19:10517041--chr4:153781755	chr19:10517041--chr4:153781755	S1PR5--SFRP2	5	cov5_pass5
chr11:65041866	chr3:37065942	SAC3D1--LRRFIP2	chr11:65041866--chr3:37065942	chr11:65041866--chr3:37065942	LRRFIP2--SAC3D1	5	cov5_pass5
chr3:45705209	chr13:48040920	SACM1L--NUDT15	chr3:45705209--chr13:48040920	chr13:48040920--chr3:45705209	NUDT15--SACM1L	5	cov5_pass5
chr19:47155213	chr1:109606099	SAE1--GNAT2	chr19:47155213--chr1:109606099	chr19:47155213--chr1:109606099	GNAT2--SAE1	5	cov5_pass5
chr19:14088880	chr2:86088669	SAMD1--POLR1A	chr19:14088880--chr2:86088669	chr19:14088880--chr2:86088669	POLR1A--SAMD1	5	cov5_pass5
chr4:109835465	chr2:237994744	RRH--UBE2F	chr4:109835465--chr2:237994744	chr2:237994744--chr4:109835465	RRH--UBE2F	5	cov5_pass5
chr20:17633460	chr12:130954624	RRBP1--GPR133	chr20:17633460--chr12:130954624	chr12:130954624--chr20:17633460	GPR133--RRBP1	5	cov5_pass5
chr15:40569943	chr16:1344969	RPUSD2--BAIAP3	chr15:40569943--chr16:1344969	chr15:40569943--chr16:1344969	BAIAP3--RPUSD2	5	cov5_pass5
chr3:39407082	chr6:167291439	RPSA--UNC93A	chr3:39407082--chr6:167291439	chr3:39407082--chr6:167291439	RPSA--UNC93A	5	cov5_pass5
chr12:116779348	chr1:154925265	RNFT2--PMVK	chr12:116779348--chr1:154925265	chr12:116779348--chr1:154925265	PMVK--RNFT2	5	cov5_pass5
chr6:88929164	chr4:155722038	RNGTT--GUCY1A3	chr6:88929164--chr4:155722038	chr4:155722038--chr6:88929164	GUCY1A3--RNGTT	5	cov5_pass5
chr9:74671901	chr1:94837711	RORB--SLC44A3	chr9:74671901--chr1:94837711	chr1:94837711--chr9:74671901	RORB--SLC44A3	5	cov5_pass5
chrX:46860102	chr12:64215963	RP2--C12ORF66	chrX:46860102--chr12:64215963	chr12:64215963--chrX:46860102	C12ORF66--RP2	5	cov5_pass5
chr1:27907181	chr7:44531844	RPA2--NPC1L1	chr1:27907181--chr7:44531844	chr1:27907181--chr7:44531844	NPC1L1--RPA2	5	cov5_pass5
chr12:112890080	chr2:95152769	RPH3A--ZNF514	chr12:112890080--chr2:95152769	chr12:112890080--chr2:95152769	RPH3A--ZNF514	5	cov5_pass5
chr11:8684892	chr2:178118055	RPL27A--RBM45	chr11:8684892--chr2:178118055	chr11:8684892--chr2:178118055	RBM45--RPL27A	5	cov5_pass5
chr4:108622618	chr8:85477120	RPL34--CA2	chr4:108622618--chr8:85477120	chr4:108622618--chr8:85477120	CA2--RPL34	5	cov5_pass5
chr3:197951311	chrX:148651999	RPL35A--AFF2	chr3:197951311--chrX:148651999	chr3:197951311--chrX:148651999	AFF2--RPL35A	5	cov5_pass5
chrX:101391822	chr1:34784738	RPL36A--GJB3	chrX:101391822--chr1:34784738	chr1:34784738--chrX:101391822	GJB3--RPL36A	5	cov5_pass5
chr16:1945499	chr3:97780615	RPL3L--ARL6	chr16:1945499--chr3:97780615	chr16:1945499--chr3:97780615	ARL6--RPL3L	5	cov5_pass5
chr12:112408420	chr17:778810	RPL6--GLOD4	chr12:112408420--chr17:778810	chr12:112408420--chr17:778810	GLOD4--RPL6	5	cov5_pass5
chr6:132816563	chr4:105692135	RPS12--INTS12	chr6:132816563--chr4:105692135	chr4:105692135--chr6:132816563	INTS12--RPS12	5	cov5_pass5
chr22:39532687	chr1:201496304	RPS19BP1--CSRP1	chr22:39532687--chr1:201496304	chr1:201496304--chr22:39532687	CSRP1--RPS19BP1	5	cov5_pass5
chr3:39407082	chr11:128489490	RPSA--ETS1	chr3:39407082--chr11:128489490	chr11:128489490--chr3:39407082	ETS1--RPSA	5	cov5_pass5
chr13:49555515	chr9:131128332	RCBTB1--NUP214	chr13:49555515--chr9:131128332	chr13:49555515--chr9:131128332	NUP214--RCBTB1	5	cov5_pass5
chr6:46456752	chr17:43016144	RCAN2--VAT1	chr6:46456752--chr17:43016144	chr17:43016144--chr6:46456752	RCAN2--VAT1	5	cov5_pass5
chr15:64749431	chr6:15615399	RBPMS2--DTNBP1	chr15:64749431--chr6:15615399	chr15:64749431--chr6:15615399	DTNBP1--RBPMS2	5	cov5_pass5
chr3:58410159	chr18:49794427	PXK--ACAA2	chr3:58410159--chr18:49794427	chr18:49794427--chr3:58410159	ACAA2--PXK	5	cov5_pass5
chr7:122039588	chr10:69409075	PTPRZ1--TACR2	chr7:122039588--chr10:69409075	chr10:69409075--chr7:122039588	PTPRZ1--TACR2	5	cov5_pass5
chr17:42422627	chr16:28498436	PTRF--APOBR	chr17:42422627--chr16:28498436	chr16:28498436--chr17:42422627	APOBR--PTRF	5	cov5_pass5
chr5:160422893	chr6:110108681	PTTG1--WASF1	chr5:160422893--chr6:110108681	chr5:160422893--chr6:110108681	PTTG1--WASF1	5	cov5_pass5
chr12:131932312	chr9:24544281	PUS1--IZUMO3	chr12:131932312--chr9:24544281	chr12:131932312--chr9:24544281	IZUMO3--PUS1	5	cov5_pass5
chr12:131930135	chr1:37509542	PUS1--MEAF6	chr12:131930135--chr1:37509542	chr12:131930135--chr1:37509542	MEAF6--PUS1	5	cov5_pass5
chr7:105495142	chr14:93212032	PUS7--UBR7	chr7:105495142--chr14:93212032	chr14:93212032--chr7:105495142	PUS7--UBR7	5	cov5_pass5
chr3:111072177	chr12:6621464	PVRL3--LPAR5	chr3:111072177--chr12:6621464	chr12:6621464--chr3:111072177	LPAR5--PVRL3	5	cov5_pass5
chr6:36400454	chr19:48724960	PXT1--RASIP1	chr6:36400454--chr19:48724960	chr19:48724960--chr6:36400454	PXT1--RASIP1	5	cov5_pass5
chr12:7128703	chr7:22731406	RBP5--IL6	chr12:7128703--chr7:22731406	chr12:7128703--chr7:22731406	IL6--RBP5	5	cov5_pass5
chr16:31202417	chr5:157754004	PYCARD--LSM11	chr16:31202417--chr5:157754004	chr16:31202417--chr5:157754004	LSM11--PYCARD	5	cov5_pass5
chr20:25281112	chr10:117134583	PYGB--VAX1	chr20:25281112--chr10:117134583	chr10:117134583--chr20:25281112	PYGB--VAX1	5	cov5_pass5
chr14:50931673	chr10:77867923	PYGL--AL391421.1	chr14:50931673--chr10:77867923	chr10:77867923--chr14:50931673	AL391421.1--PYGL	5	cov5_pass5
chr11:64755447	chr7:64249028	PYGM--ZNF679	chr11:64755447--chr7:64249028	chr11:64755447--chr7:64249028	PYGM--ZNF679	5	cov5_pass5
chr6:163535125	chr1:7962763	QKI--PARK7	chr6:163535125--chr1:7962763	chr1:7962763--chr6:163535125	PARK7--QKI	5	cov5_pass5
chr6:163563719	chr5:176869614	QKI--UNC5A	chr6:163563719--chr5:176869614	chr5:176869614--chr6:163563719	QKI--UNC5A	5	cov5_pass5
chr19:45698699	chr9:5233654	QPCTL--INSL4	chr19:45698699--chr9:5233654	chr19:45698699--chr9:5233654	INSL4--QPCTL	5	cov5_pass5
chr20:42791195	chr9:132386621	PTPRT--TTF1	chr20:42791195--chr9:132386621	chr20:42791195--chr9:132386621	PTPRT--TTF1	5	cov5_pass5
chr7:157576613	chr14:22876940	PTPRN2--LRP10	chr7:157576613--chr14:22876940	chr14:22876940--chr7:157576613	LRP10--PTPRN2	5	cov5_pass5
chr15:75523121	chr3:138023658	PTPN9--CLDN18	chr15:75523121--chr3:138023658	chr15:75523121--chr3:138023658	CLDN18--PTPN9	5	cov5_pass5
chr8:141427069	chrX:16654405	PTP4A3--S100G	chr8:141427069--chrX:16654405	chr8:141427069--chrX:16654405	PTP4A3--S100G	5	cov5_pass5
chr19:39979984	chr2:182736249	PSMC4--DNAJC10	chr19:39979984--chr2:182736249	chr19:39979984--chr2:182736249	DNAJC10--PSMC4	5	cov5_pass5
chr2:231067111	chr1:206487914	PSMD1--IKBKE	chr2:231067111--chr1:206487914	chr1:206487914--chr2:231067111	IKBKE--PSMD1	5	cov5_pass5
chr17:39988819	chr1:147190249	PSMD3--FMO5	chr17:39988819--chr1:147190249	chr17:39988819--chr1:147190249	FMO5--PSMD3	5	cov5_pass5
chr12:121915944	chr19:55386350	PSMD9--RPL28	chr12:121915944--chr19:55386350	chr12:121915944--chr19:55386350	PSMD9--RPL28	5	cov5_pass5
chr20:1118902	chr6:30722918	PSMF1--TUBB	chr20:1118902--chr6:30722918	chr20:1118902--chr6:30722918	PSMF1--TUBB	5	cov5_pass5
chr7:1569124	chr19:45164247	PSMG3--TRAPPC6A	chr7:1569124--chr19:45164247	chr19:45164247--chr7:1569124	PSMG3--TRAPPC6A	5	cov5_pass5
chr9:112297832	chr2:18582997	PTBP3--NT5C1B	chr9:112297832--chr2:18582997	chr2:18582997--chr9:112297832	NT5C1B--PTBP3	5	cov5_pass5
chr9:95480390	chr20:31450029	PTCH1--DEFB123	chr9:95480390--chr20:31450029	chr20:31450029--chr9:95480390	DEFB123--PTCH1	5	cov5_pass5
chr1:44828506	chr1:161783990	PTCH2--ATF6	chr1:44828506--chr1:161783990	chr1:161783990--chr1:44828506	ATF6--PTCH2	5	cov5_pass5
chr10:23193314	chr11:65181072	PTF1A--AP003068.23	chr10:23193314--chr11:65181072	chr10:23193314--chr11:65181072	AP003068.23--PTF1A	5	cov5_pass5
chr14:52268660	chr16:19872846	PTGDR--GPRC5B	chr14:52268660--chr16:19872846	chr14:52268660--chr16:19872846	GPRC5B--PTGDR	5	cov5_pass5
chr9:111574734	chr8:99892052	PTGR1--COX6C	chr9:111574734--chr8:99892052	chr8:99892052--chr9:111574734	COX6C--PTGR1	5	cov5_pass5
chr12:27963348	chr20:3324968	PTHLH--C20ORF194	chr12:27963348--chr20:3324968	chr12:27963348--chr20:3324968	C20ORF194--PTHLH	5	cov5_pass5
chr8:140735251	chr17:74879583	PTK2--FADS6	chr8:140735251--chr17:74879583	chr17:74879583--chr8:140735251	FADS6--PTK2	5	cov5_pass5
chr20:63532526	chr9:114368595	PTK6--AKNA	chr20:63532526--chr9:114368595	chr20:63532526--chr9:114368595	AKNA--PTK6	5	cov5_pass5
chr19:45692910	chr12:54183959	QPCTL--SMUG1	chr19:45692910--chr12:54183959	chr12:54183959--chr19:45692910	QPCTL--SMUG1	5	cov5_pass5
chr17:76275819	chr2:44944568	QRICH2--SIX3	chr17:76275819--chr2:44944568	chr17:76275819--chr2:44944568	QRICH2--SIX3	5	cov5_pass5
chr8:37870420	chr10:112527087	RAB11FIP1--VTI1A	chr8:37870420--chr10:112527087	chr10:112527087--chr8:37870420	RAB11FIP1--VTI1A	5	cov5_pass5
chr11:47447812	chr1:10467332	RAPSN--DFFA	chr11:47447812--chr1:10467332	chr11:47447812--chr1:10467332	DFFA--RAPSN	5	cov5_pass5
chr12:113119362	chr11:60213332	RASAL1--MS4A4E	chr12:113119362--chr11:60213332	chr11:60213332--chr12:113119362	MS4A4E--RASAL1	5	cov5_pass5
chr12:113117073	chr13:27978452	RASAL1--URAD	chr12:113117073--chr13:27978452	chr12:113117073--chr13:27978452	RASAL1--URAD	5	cov5_pass5
chr22:29313863	chr4:109539561	RASL10A--SEC24B	chr22:29313863--chr4:109539561	chr22:29313863--chr4:109539561	RASL10A--SEC24B	5	cov5_pass5
chr12:85836155	chr19:2245446	RASSF9--SF3A2	chr12:85836155--chr19:2245446	chr12:85836155--chr19:2245446	RASSF9--SF3A2	5	cov5_pass5
chr1:64812849	chr12:54582795	RAVER2--PPP1R1A	chr1:64812849--chr12:54582795	chr12:54582795--chr1:64812849	PPP1R1A--RAVER2	5	cov5_pass5
chr19:3771527	chr7:31850741	RAX2--PDE1C	chr19:3771527--chr7:31850741	chr19:3771527--chr7:31850741	PDE1C--RAX2	5	cov5_pass5
chr8:52658873	chrX:130184285	RB1CC1--RAB33A	chr8:52658873--chrX:130184285	chr8:52658873--chrX:130184285	RAB33A--RB1CC1	5	cov5_pass5
chr13:48377034	chr14:99493514	RB1--CCNK	chr13:48377034--chr14:99493514	chr13:48377034--chr14:99493514	CCNK--RB1	5	cov5_pass5
chr1:32672699	chr19:34494586	RBBP4--WTIP	chr1:32672699--chr19:34494586	chr19:34494586--chr1:32672699	RBBP4--WTIP	5	cov5_pass5
chr18:80038617	chr14:20448171	RBFA--OSGEP	chr18:80038617--chr14:20448171	chr14:20448171--chr18:80038617	OSGEP--RBFA	5	cov5_pass5
chr20:37061103	chr1:84480956	RBL1--RPF1	chr20:37061103--chr1:84480956	chr1:84480956--chr20:37061103	RBL1--RPF1	5	cov5_pass5
chr1:110342268	chr13:49222040	RBM15--MLNR	chr1:110342268--chr13:49222040	chr13:49222040--chr1:110342268	MLNR--RBM15	5	cov5_pass5
chr11:66640123	chr4:99540412	RBM4--C4ORF17	chr11:66640123--chr4:99540412	chr11:66640123--chr4:99540412	C4ORF17--RBM4	5	cov5_pass5
chrY:21905813	chr1:43936093	RBMY1E--ARTN	chrY:21905813--chr1:43936093	chr1:43936093--chrY:21905813	ARTN--RBMY1E	5	cov5_pass5
chrY:22406128	chr15:67494258	RBMY1J--IQCH	chrY:22406128--chr15:67494258	chr15:67494258--chrY:22406128	IQCH--RBMY1J	5	cov5_pass5
chr7:150340436	chr12:13376425	RARRES2--C12ORF36	chr7:150340436--chr12:13376425	chr12:13376425--chr7:150340436	C12ORF36--RARRES2	5	cov5_pass5
chr11:47438732	chr8:37847341	RAPSN--BRF2	chr11:47438732--chr8:37847341	chr11:47438732--chr8:37847341	BRF2--RAPSN	5	cov5_pass5
chr17:31522395	chr17:28714710	RAB11FIP4--RAB34	chr17:31522395--chr17:28714710	chr17:28714710--chr17:31522395	RAB11FIP4--RAB34	5	cov5_pass5
chr2:203459907	chr11:72111281	RAPH1--ANAPC15	chr2:203459907--chr11:72111281	chr11:72111281--chr2:203459907	ANAPC15--RAPH1	5	cov5_pass5
chr12:71769859	chr11:61013423	RAB21--CD6	chr12:71769859--chr11:61013423	chr11:61013423--chr12:71769859	CD6--RAB21	5	cov5_pass5
chr14:21476827	chr15:98452010	RAB2B--FAM169B	chr14:21476827--chr15:98452010	chr14:21476827--chr15:98452010	FAM169B--RAB2B	5	cov5_pass5
chr17:28715032	chr17:76386221	RAB34--SPHK1	chr17:28715032--chr17:76386221	chr17:28715032--chr17:76386221	RAB34--SPHK1	5	cov5_pass5
chr11:107928795	chr17:20296961	RAB39A--SPECC1	chr11:107928795--chr17:20296961	chr11:107928795--chr17:20296961	RAB39A--SPECC1	5	cov5_pass5
chr19:18202513	chr19:16484115	RAB3A--CALR3	chr19:18202513--chr19:16484115	chr19:16484115--chr19:18202513	CALR3--RAB3A	5	cov5_pass5
chr3:129121286	chr11:8101486	RAB43--TUB	chr3:129121286--chr11:8101486	chr11:8101486--chr3:129121286	RAB43--TUB	5	cov5_pass5
chr3:128795420	chr9:135525132	RAB7A--LCN1	chr3:128795420--chr9:135525132	chr3:128795420--chr9:135525132	LCN1--RAB7A	5	cov5_pass5
chr9:125220397	chr12:131850925	RABEPK--MMP17	chr9:125220397--chr12:131850925	chr12:131850925--chr9:125220397	MMP17--RABEPK	5	cov5_pass5
chr2:113632944	chr11:35492173	RABL2A--PAMR1	chr2:113632944--chr11:35492173	chr11:35492173--chr2:113632944	PAMR1--RABL2A	5	cov5_pass5
chr2:113634232	chr19:18857320	RABL2A--UPF1	chr2:113634232--chr19:18857320	chr19:18857320--chr2:113634232	RABL2A--UPF1	5	cov5_pass5
chr8:116861841	chr2:68138857	RAD21--WDR92	chr8:116861841--chr2:68138857	chr2:68138857--chr8:116861841	RAD21--WDR92	5	cov5_pass5
chr3:12599691	chr12:2834841	RAF1--NRIP2	chr3:12599691--chr12:2834841	chr12:2834841--chr3:12599691	NRIP2--RAF1	5	cov5_pass5
chr19:5927968	chr3:57425141	RANBP3--DNAH12	chr19:5927968--chr3:57425141	chr19:5927968--chr3:57425141	DNAH12--RANBP3	5	cov5_pass5
chr4:98418791	chr3:140448519	RAP1GDS1--CLSTN2	chr4:98418791--chr3:140448519	chr3:140448519--chr4:98418791	CLSTN2--RAP1GDS1	5	cov5_pass5
chr13:97434784	chr18:76557975	RAP2A--LINC00908	chr13:97434784--chr18:76557975	chr13:97434784--chr18:76557975	LINC00908--RAP2A	5	cov5_pass5
chr5:141362556	chr19:45075862	PCDHGB2--ZNF296	chr5:141362556--chr19:45075862	chr19:45075862--chr5:141362556	PCDHGB2--ZNF296	5	cov5_pass5
chr5:141494865	chr1:155061415	PCDHGA4--ADAM15	chr5:141494865--chr1:155061415	chr1:155061415--chr5:141494865	ADAM15--PCDHGA4	5	cov5_pass5
chr3:169928578	chr15:80120328	SAMD7--ZFAND6	chr3:169928578--chr15:80120328	chr15:80120328--chr3:169928578	SAMD7--ZFAND6	5	cov5_pass5
chr9:13126516	chrX:47142440	MPDZ--NDUFB11	chr9:13126516--chrX:47142440	chr9:13126516--chrX:47142440	MPDZ--NDUFB11	5	cov5_pass5
chr6:39916068	chr14:20781695	MOCS1--RNASE6	chr6:39916068--chr14:20781695	chr14:20781695--chr6:39916068	MOCS1--RNASE6	5	cov5_pass5
chr2:222689469	chrX:107238922	MOGAT1--PIH1D3	chr2:222689469--chrX:107238922	chr2:222689469--chrX:107238922	MOGAT1--PIH1D3	5	cov5_pass5
chr2:74464496	chr1:155085877	MOGS--EFNA3	chr2:74464496--chr1:155085877	chr1:155085877--chr2:74464496	EFNA3--MOGS	5	cov5_pass5
chr3:108984716	chr21:46122875	MORC1--COL6A2	chr3:108984716--chr21:46122875	chr21:46122875--chr3:108984716	COL6A2--MORC1	5	cov5_pass5
chr3:109000557	chr8:142875154	MORC1--CYP11B1	chr3:109000557--chr8:142875154	chr3:109000557--chr8:142875154	CYP11B1--MORC1	5	cov5_pass5
chr15:78892313	chr13:77901207	MORF4L1--EDNRB	chr15:78892313--chr13:77901207	chr13:77901207--chr15:78892313	EDNRB--MORF4L1	5	cov5_pass5
chr9:13143466	chr1:159588101	MPDZ--APCS	chr9:13143466--chr1:159588101	chr1:159588101--chr9:13143466	APCS--MPDZ	5	cov5_pass5
chr2:71134105	chr1:89152777	MPHOSPH10--GBP7	chr2:71134105--chr1:89152777	chr1:89152777--chr2:71134105	GBP7--MPHOSPH10	5	cov5_pass5
chr1:54686448	chr11:95128377	MROH7--ENDOD1	chr1:54686448--chr11:95128377	chr11:95128377--chr1:54686448	ENDOD1--MROH7	5	cov5_pass5
chr13:19659120	chr19:14088782	MPHOSPH8--SAMD1	chr13:19659120--chr19:14088782	chr13:19659120--chr19:14088782	MPHOSPH8--SAMD1	5	cov5_pass5
chr11:30414228	chr5:161689254	MPPED2--GABRA6	chr11:30414228--chr5:161689254	chr11:30414228--chr5:161689254	GABRA6--MPPED2	5	cov5_pass5
chr16:15407853	chr4:146182912	MPV17L--LSM6	chr16:15407853--chr4:146182912	chr16:15407853--chr4:146182912	LSM6--MPV17L	5	cov5_pass5
chr2:27311899	chr9:36229108	MPV17--GNE	chr2:27311899--chr9:36229108	chr2:27311899--chr9:36229108	GNE--MPV17	5	cov5_pass5
chr11:118262931	chr20:45537550	MPZL2--EPPIN	chr11:118262931--chr20:45537550	chr11:118262931--chr20:45537550	EPPIN--MPZL2	5	cov5_pass5
chr11:118233460	chrX:154508347	MPZL3--FAM3A	chr11:118233460--chrX:154508347	chr11:118233460--chrX:154508347	FAM3A--MPZL3	5	cov5_pass5
chr17:62677486	chr1:54854234	MRC2--DHCR24	chr17:62677486--chr1:54854234	chr17:62677486--chr1:54854234	DHCR24--MRC2	5	cov5_pass5
chr18:36198756	chr1:51933442	MOCOS--RAB3B	chr18:36198756--chr1:51933442	chr18:36198756--chr1:51933442	MOCOS--RAB3B	5	cov5_pass5
chr1:158846003	chr3:39110029	MNDA--TTC21A	chr1:158846003--chr3:39110029	chr1:158846003--chr3:39110029	MNDA--TTC21A	5	cov5_pass5
chr1:158847889	chr19:47976854	MNDA--BSPH1	chr1:158847889--chr19:47976854	chr19:47976854--chr1:158847889	BSPH1--MNDA	5	cov5_pass5
chr20:46013534	chr12:3278421	MMP9--TSPAN9	chr20:46013534--chr12:3278421	chr12:3278421--chr20:46013534	MMP9--TSPAN9	5	cov5_pass5
chr22:23894582	chr1:211372128	MIF--TRAF5	chr22:23894582--chr1:211372128	chr1:211372128--chr22:23894582	MIF--TRAF5	5	cov5_pass5
chr14:37308089	chr2:27378371	MIPOL1--ZNF513	chr14:37308089--chr2:27378371	chr14:37308089--chr2:27378371	MIPOL1--ZNF513	5	cov5_pass5
chr15:23566984	chr1:92139350	MKRN3--BTBD8	chr15:23566984--chr1:92139350	chr15:23566984--chr1:92139350	BTBD8--MKRN3	5	cov5_pass5
chr4:184716397	chr11:2167933	MLF1IP--TH	chr4:184716397--chr11:2167933	chr11:2167933--chr4:184716397	MLF1IP--TH	5	cov5_pass5
chr9:20360742	chr2:227611656	MLLT3--C2ORF83	chr9:20360742--chr2:227611656	chr2:227611656--chr9:20360742	C2ORF83--MLLT3	5	cov5_pass5
chr13:49221389	chr13:43868803	MLNR--CCDC122	chr13:49221389--chr13:43868803	chr13:43868803--chr13:49221389	CCDC122--MLNR	5	cov5_pass5
chr6:33795503	chr12:76347787	MLN--BBS10	chr6:33795503--chr12:76347787	chr12:76347787--chr6:33795503	BBS10--MLN	5	cov5_pass5
